"","ID","AGE","GENDER","RACE","ArrestTime","OFFENSE","Hour","Month","Weekday","Teen","Code","ShortCode"
"2434",4639,30,"M","H","2016-12-31T01:45:00","3304 Criminal Mischief. / 4906 False Reports to Law Enforcement Authorities. / 5503 Disorderly Conduct. / 2709(b) Stalking / 4914(A) False Identification to Law Enforcement","1","December","Saturday",0,"3304","33"
"2437",464,53,"F","B","2016-08-10T20:33:00","9093 Indirect Criminal Contempt","20","August","Wednesday",0,"9093","90"
"2438",518,25,"M","B","2016-08-27T23:56:00","3304 Criminal Mischief. / 6106 Firearms not to be Carried without a License. / 13(a)(31) Marijuana: Possession Small Amount / 6105(c)(9) Persons Not To Possess Use Manuf, Control Firearm","23","August","Saturday",0,"3304","33"
"2441",2702,18,"M","B","2016-11-07T20:00:00","1314 Transfer of Registration. / 1501 Drivers Required to be Licensed. / 13(a)(31) Marijuana: Possession Small Amount","20","November","Monday",1,"1314","13"
"2443",6212,18,"M","B","2017-03-06T17:58:00","5104 Resisting Arrest or Other Law Enforcement. / 9501 Bench Warrant","17","March","Monday",1,"5104","51"
"2444",254,38,"M","W","2016-08-30T11:00:00","4915 Failure to Comply with Megans Law","11","August","Tuesday",0,"4915","49"
"2445",5440,46,"M","W","2017-02-06T14:00:00","9501 Bench Warrant","14","February","Monday",0,"9501","95"
"2446",2703,40,"M","B","2016-11-05T16:55:00","1543 Driving While Operating Privilege is Suspended or Revoked. / 4703 Operation of Vehicle without Official Certif. of Inspection / 7122 Altered, Forged or Counterfeit Documents and Plates","16","November","Saturday",0,"1543","15"
"2447",2704,42,"F","B","2016-11-14T13:30:00","2701 Simple Assault. / 5503 Disorderly Conduct. / 5505 Public Drunkenness","13","November","Monday",0,"2701","27"
"2449",5505,18,"M","B","2017-02-11T20:50:00","5104 Resisting Arrest or Other Law Enforcement. / 1301 Registration and Certificate of Title Required. / 1786 Required Financial Responsibility. / 3111 Obedience to Traffic-Control Devices. / 13(a)(32) Paraphernalia - Use or Possession","20","February","Saturday",1,"5104","51"
"2450",2935,82,"M","W","2016-11-15T15:15:00","3127 Indecent Exposure.","15","November","Tuesday",0,"3127","31"
"2451",5959,33,"M","W","2017-02-24T15:20:00","2705 Recklessy Endangering Another Person. / 13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 3802(d)(2) DUI - Drug - Impaired Ability","15","February","Friday",0,"2705","27"
"2452",2709,44,"F","W","2016-11-09T10:35:00","9501 Bench Warrant","10","November","Wednesday",0,"9501","95"
"2453",255,42,"M","W","2016-09-03T02:32:00","2702 Aggravated Assault. / 2706 Terroristic Threats.","2","September","Saturday",0,"2702","27"
"2454",4583,37,"M","W","2017-01-25T11:53:00","2705 Recklessy Endangering Another Person. / 13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 3717 Trespass by Motor Vehicle / 3802(d)(2) DUI - Drug - Impaired Ability","11","January","Wednesday",0,"2705","27"
"2455",2710,21,"M","B","2016-11-07T14:05:00","903 Criminal Conspiracy. / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(31) Marijuana: Possession Small Amount","14","November","Monday",1,"903","9"
"2456",256,26,"M","B","2016-08-17T03:46:00","3701 Robbery.","3","August","Wednesday",0,"3701","37"
"2457",1934,34,"M","B","2016-10-29T17:30:00","901 Criminal Attempt / 2501 Criminal Homicide. / 2702 Aggravated Assault. / 3701 Robbery. / 6106 Firearms not to be Carried without a License.","17","October","Saturday",0,"901","9"
"2458",3123,29,"M","W","2016-12-03T20:03:00","3126 Indecent Assault. / 2709(a)(1) Harassment by Physical Contact, or Attempts or Threats / 3127(a) Indecent exposure","20","December","Saturday",0,"3126","31"
"2460",3139,28,"M","W","2016-11-19T02:35:00","5505 Public Drunkenness / 5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF","2","November","Saturday",0,"5505","55"
"2461",4954,26,"F","W","2017-01-24T20:10:00","9501 Bench Warrant","20","January","Tuesday",0,"9501","95"
"2462",2713,20,"F","B","2016-10-09T02:40:00","5104 Resisting Arrest or Other Law Enforcement. / 5502 Failure of Disorderly Persons to Disperse  / 3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION / 5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF","2","October","Sunday",1,"5104","51"
"2464",6218,68,"F","B","2017-03-07T19:00:00","3743 Accidents Involving Damage to Attended Veh. or Property","19","March","Tuesday",0,"3743","37"
"2465",4958,25,"F","W","2017-01-24T17:58:00","9501 Bench Warrant","17","January","Tuesday",0,"9501","95"
"2466",264,23,"M","B","2016-09-13T09:55:00","3921 Theft by Unlawful Taking or Disposition. / 3925 Receiving Stolen Property. / 3323 Stop Signs and Yield Signs. / 3334 Turning Movements and Required Signals. / 3361  Driving Vehicle at Safe Speed. / 4302 Periods for Requiring Lighted Lamps. / 3733 Fleeing or Attempting to Elude Police Officer / 3736 Reckless Driving","9","September","Tuesday",0,"3921","39"
"2467",479,16,"M","B","2016-09-13T09:15:00","3702 Robbery of Motor Vehicle.","9","September","Tuesday",1,"3702","37"
"2468",1698,19,"M","B","2016-10-01T01:43:00","903 Criminal Conspiracy. / 907 Possessing Instruments of Crime. / 3701 Robbery.","1","October","Saturday",1,"903","9"
"2470",3145,15,"M","B","2016-12-07T17:43:00","903 Criminal Conspiracy. / 3701 Robbery.","17","December","Wednesday",1,"903","9"
"2472",5181,13,"M","W","2017-02-09T09:45:00","2702 Aggravated Assault. / 2706 Terroristic Threats. / 2902 Unlawful Restraint.","9","February","Thursday",1,"2702","27"
"2474",5508,21,"F","W","2017-02-15T13:45:00","2701 Simple Assault. / 5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING","13","February","Wednesday",1,"2701","27"
"2475",4273,54,"M","W","2017-01-02T19:50:00","3334 Turning Movements and Required Signals. / 13(a)(16) Possession of Controlled Substance","19","January","Monday",0,"3334","33"
"2476",5188,30,"F","W","2017-02-08T14:33:00","9015 Failure To Appear/Arrest on Attachment Order","14","February","Wednesday",0,"9015","90"
"2477",5482,43,"M","W","2017-02-06T00:33:00","2702 Aggravated Assault.","0","February","Monday",0,"2702","27"
"2478",2622,19,"M","B","2016-11-18T16:19:00","2706 Terroristic Threats. / 5503(a)(2) DISORDERLY CONDUCT - UNREASONABLE NOISE / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another","16","November","Friday",1,"2706","27"
"2479",265,24,"M","B","2016-09-12T02:25:00","2903 False Imprisonment. / 2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury","2","September","Monday",0,"2903","29"
"2481",4593,57,"M","B","2017-01-24T11:47:00","903 Criminal Conspiracy. / 3304 Criminal Mischief. / 3934 Theft from Vehicle","11","January","Tuesday",0,"903","9"
"2483",288,37,"M","W","2016-08-01T23:52:00","2701 Simple Assault.","23","August","Monday",0,"2701","27"
"2484",1107,77,"M","W","2016-09-15T14:15:00","4915 Failure to Comply with Megans Law","14","September","Thursday",0,"4915","49"
"2485",4960,47,"M","W","2017-01-24T18:30:00","3309 Driving on Roadways Laned for Traffic. / 3736 Reckless Driving / 3802(a)(1) DUI - General Impairment / 3809(a) Restriction on Alcoholic Beverages in Vehicle","18","January","Tuesday",0,"3309","33"
"2486",3698,18,"M","B","2016-12-08T16:57:00","5104 Resisting Arrest or Other Law Enforcement. / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance","16","December","Thursday",1,"5104","51"
"2487",481,54,"F","W","2016-08-27T20:30:00","2701 Simple Assault.","20","August","Saturday",0,"2701","27"
"2489",4276,19,"M","B","2017-01-01T20:43:00","3925 Receiving Stolen Property. / 6106 Firearms not to be Carried without a License. / 607.03 Discharging Firearm or Airgun","20","January","Sunday",1,"3925","39"
"2491",6320,51,"M","W","2017-03-09T16:14:00","2701 Simple Assault.","16","March","Thursday",0,"2701","27"
"2492",520,16,"M","B","2016-08-27T18:37:00","3925 Receiving Stolen Property. / 5121 Escape. / 3112 Traffic-Control Signals. / 3301 Driving on Right Side of Roadway. / 3323 Stop Signs and Yield Signs. / 3733 Fleeing or Attempting to Elude Police Officer / 3736 Reckless Driving / 1501(A) Valid Driver's License Required","18","August","Saturday",1,"3925","39"
"2493",1940,24,"F","W","2016-10-13T01:35:00","3503 Criminal Trespass","1","October","Thursday",0,"3503","35"
"2494",4970,19,"F","B","2017-01-29T23:39:00","903 Criminal Conspiracy. / 3701 Robbery. / 2709 Harassment (Non-Specific)","23","January","Sunday",1,"903","9"
"2495",4972,47,"M","B","2017-01-19T20:17:00","9015 Failure To Appear/Arrest on Attachment Order","20","January","Thursday",0,"9015","90"
"2496",2715,17,"F","B","2016-10-09T02:40:00","5104 Resisting Arrest or Other Law Enforcement. / 5502 Failure of Disorderly Persons to Disperse  / 3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION / 5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF","2","October","Sunday",1,"5104","51"
"2497",522,21,"F","W","2016-08-13T01:58:00","2701 Simple Assault.","1","August","Saturday",1,"2701","27"
"2498",525,17,"M","B","2016-09-01T11:58:00","901 Criminal Attempt / 903 Criminal Conspiracy. / 2702 Aggravated Assault. / 2705 Recklessy Endangering Another Person. / 3304(a)(1) CRIMINAL MISCHIEF-Prop Damage By Fire, Explosives, or Other Dangerous Means","11","September","Thursday",1,"901","9"
"2499",3147,24,"M","B","2016-11-21T23:05:00","9501 Bench Warrant","23","November","Monday",0,"9501","95"
"2500",4281,26,"M","W","2017-01-01T21:10:00","2706 Terroristic Threats. / 5503 Disorderly Conduct. / 5505 Public Drunkenness / 3503(b)(1)(i) Actual Communication","21","January","Sunday",0,"2706","27"
"2501",1650,24,"F","W","2016-10-13T01:35:00","9501 Bench Warrant / 3503 Criminal Trespass","1","October","Thursday",0,"9501","95"
"2503",180,37,"M","W","2016-09-09T14:43:00","2702 Aggravated Assault. / 2706 Terroristic Threats.","14","September","Friday",0,"2702","27"
"2504",1520,17,"F","B","2016-09-26T08:00:00","3301 Arson  / 3304 Criminal Mischief. / 3301(d) Reckless Burning or Exploding","8","September","Monday",1,"3301","33"
"2506",4701,33,"M","B","2017-01-16T20:54:00","2701 Simple Assault.","20","January","Monday",0,"2701","27"
"2509",1653,35,"M","B","2016-10-19T13:30:00","2701 Simple Assault.","13","October","Wednesday",0,"2701","27"
"2510",1943,45,"F","B","2016-10-13T09:09:00","1543 Driving While Operating Privilege is Suspended or Revoked. / 4703 Operation of Vehicle without Official Certif. of Inspection / 7122 Altered, Forged or Counterfeit Documents and Plates","9","October","Thursday",0,"1543","15"
"2512",4277,25,"M","B","2017-01-01T20:43:00","9501 Bench Warrant / 4914 False Identification to Law Enforcement Authorities","20","January","Sunday",0,"9501","95"
"2513",5510,40,"M","W","2017-02-06T21:00:00","1301 Registration and Certificate of Title Required. / 13(a)(32) Paraphernalia - Use or Possession","21","February","Monday",0,"1301","13"
"2514",5512,34,"M","W","2017-02-11T21:30:00","5506 Loitering and Prowling at Night","21","February","Saturday",0,"5506","55"
"2515",5515,25,"M","W","2017-02-06T20:46:00","9501 Bench Warrant","20","February","Monday",0,"9501","95"
"2518",266,41,"M","B","2016-08-20T07:43:00","903 Criminal Conspiracy. / 6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b) / 6106 Firearms not to be Carried without a License. / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance","7","August","Saturday",0,"903","9"
"2519",4648,22,"F","B","2017-01-13T01:22:00","2701 Simple Assault. / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another","1","January","Friday",0,"2701","27"
"2520",4658,26,"F","B","2017-01-27T10:30:00","903 Criminal Conspiracy. / 2702 Aggravated Assault.","10","January","Friday",0,"903","9"
"2521",5527,28,"M","W","2017-02-12T15:30:00","9093 Indirect Criminal Contempt","15","February","Sunday",0,"9093","90"
"2523",488,47,"M","B","2016-08-02T19:00:00","2701 Simple Assault.","19","August","Tuesday",0,"2701","27"
"2524",5530,34,"M","W","2017-02-10T15:03:00","9501 Bench Warrant","15","February","Friday",0,"9501","95"
"2525",531,26,"M","B","2016-08-10T23:28:00","1543 Driving While Operating Privilege is Suspended or Revoked. / 3334 Turning Movements and Required Signals. / 4302 Periods for Requiring Lighted Lamps. / 13(a)(16) Possession of Controlled Substance","23","August","Wednesday",0,"1543","15"
"2526",537,31,"F","W","2016-08-25T11:25:00","3929 Retail Theft. / 13(a)(32) Paraphernalia - Use or Possession","11","August","Thursday",0,"3929","39"
"2527",1210,18,"M","B","2016-10-02T12:10:00","903 Criminal Conspiracy. / 2901 Kidnapping. / 3701 Robbery. / 3702 Robbery of Motor Vehicle.","12","October","Sunday",1,"903","9"
"2528",2721,28,"M","B","2016-10-29T20:00:00","2702 Aggravated Assault. / 5101 Obstructing Admin. of Law  / 1301 Registration and Certificate of Title Required. / 1543 Driving While Operating Privilege is Suspended or Revoked. / 4581 Restraint Systems.","20","October","Saturday",0,"2702","27"
"2530",5401,53,"M","B","2017-02-09T01:33:00","3502 Burglary. / 5506 Loitering and Prowling at Night","1","February","Thursday",0,"3502","35"
"2531",5532,55,"F","B","2017-02-10T00:40:00","2701 Simple Assault.","0","February","Friday",0,"2701","27"
"2532",5534,31,"F","W","2017-02-10T01:50:00","5503 Disorderly Conduct. / 5505 Public Drunkenness / 3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION","1","February","Friday",0,"5503","55"
"2533",542,37,"M","B","2016-09-05T16:27:00","5505 Public Drunkenness / 5901 Open Lewdness. / 5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF","16","September","Monday",0,"5505","55"
"2534",543,43,"F","W","2016-08-29T21:45:00","3742 Accidents Involving Death or Personal Injury / 3743 Accidents Involving Damage to Attended Veh. or Property / 3746 Immediate Notice of Accident to Police Department / 3742.1 Accident Involv. Death/Inj. While not Licensed","21","August","Monday",0,"3742","37"
"2535",6337,26,"M","B","2017-03-08T15:48:00","2701 Simple Assault.","15","March","Wednesday",0,"2701","27"
"2536",2623,19,"M","B","2016-11-18T16:19:00","2701 Simple Assault.","16","November","Friday",1,"2701","27"
"2537",5842,49,"M","B","2017-02-23T16:30:00","2706 Terroristic Threats. / 2709(a) Harassment.","16","February","Thursday",0,"2706","27"
"2538",4282,23,"M","W","2017-01-19T13:12:00","4906 False Reports to Law Enforcement Authorities.","13","January","Thursday",0,"4906","49"
"2539",2804,74,"M","B","2016-11-12T21:49:00","2702 Aggravated Assault.","21","November","Saturday",0,"2702","27"
"2540",4419,17,"F","B","2017-01-11T22:00:00","2701 Simple Assault. / 2702 Aggravated Assault. / 5501 Riot. / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another","22","January","Wednesday",1,"2701","27"
"2542",6229,19,"M","W","2017-03-06T22:31:00","3323 Stop Signs and Yield Signs. / 13(a)(31) Marijuana: Possession Small Amount","22","March","Monday",1,"3323","33"
"2543",270,24,"M","W","2016-09-01T16:33:00","3361  Driving Vehicle at Safe Speed. / 3714 Careless Driving / 3743 Accidents Involving Damage to Attended Veh. or Property","16","September","Thursday",0,"3361","33"
"2544",2397,17,"F","B","2016-11-02T19:25:00","3701 Robbery.","19","November","Wednesday",1,"3701","37"
"2545",2629,21,"F","B","2016-11-02T11:27:00","903 Criminal Conspiracy. / 3304 Criminal Mischief. / 3502 Burglary.","11","November","Wednesday",1,"903","9"
"2546",4977,50,"M","B","2017-01-27T04:52:00","1543 Driving While Operating Privilege is Suspended or Revoked. / 13(a)(32) Paraphernalia - Use or Possession / 3714 Careless Driving / 3802(a)(1) DUI - General Impairment / 3802(d)(1)(i) DUI - Controlled Substance - Schedule I","4","January","Friday",0,"1543","15"
"2548",6545,21,"M","B","2017-03-12T01:25:00","6106 Firearms not to be Carried without a License. / 3353 Prohibitions in Specified Places. / 6110.2 Possesion of Firearm with Altered Mfg. Number","1","March","Sunday",1,"6106","61"
"2549",271,20,"M","B","2016-09-06T15:00:00","2701 Simple Assault.","15","September","Tuesday",1,"2701","27"
"2551",545,50,"M","B","2016-08-05T16:27:00","5104 Resisting Arrest or Other Law Enforcement. / 9501 Bench Warrant / 3929(a)(1) Retail Theft; takes possession of, carries away, or transfers displayed merchandise","16","August","Friday",0,"5104","51"
"2552",546,49,"F","B","2016-08-07T20:23:00","9501 Bench Warrant","20","August","Sunday",0,"9501","95"
"2553",547,35,"M","B","2016-08-06T00:43:00","2706 Terroristic Threats. / 3502 Burglary. / 2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 2709(a)(1) Harassment by Physical Contact, or Attempts or Threats","0","August","Saturday",0,"2706","27"
"2554",4301,24,"M","B","2017-01-08T05:25:00","2702 Aggravated Assault.","5","January","Sunday",0,"2702","27"
"2556",2727,23,"M","W","2016-11-03T23:53:00","5104 Resisting Arrest or Other Law Enforcement. / 5121 Escape. / 5126 Flight to Avoid Apprehension, Trial or Punishment. / 9501 Bench Warrant / 13(a)(31) Marijuana: Possession Small Amount","23","November","Thursday",0,"5104","51"
"2557",275,26,"F","B","2016-09-09T15:48:00","9015 Failure To Appear/Arrest on Attachment Order","15","September","Friday",0,"9015","90"
"2558",4984,36,"M","B","2017-01-19T21:22:00","9501 Bench Warrant","21","January","Thursday",0,"9501","95"
"2559",5497,31,"F","W","2017-02-06T20:12:00","9501 Bench Warrant","20","February","Monday",0,"9501","95"
"2560",6550,24,"M","B","2017-03-12T03:35:00","5502 Failure of Disorderly Persons to Disperse  / 2701(b)(1) Simple Assault - Fight or Scuffle Entered by Mutual Consent","3","March","Sunday",0,"5502","55"
"2561",6555,25,"M","B","2017-03-17T16:30:00","2701 Simple Assault.","16","March","Friday",0,"2701","27"
"2563",1945,53,"M","B","2016-10-13T09:57:00","2701 Simple Assault. / 6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b) / 6106 Firearms not to be Carried without a License.","9","October","Thursday",0,"2701","27"
"2564",948,33,"M","W","2016-09-24T11:07:00","3925 Receiving Stolen Property.","11","September","Saturday",0,"3925","39"
"2565",1912,44,"M","B","2016-10-21T07:20:00","2702 Aggravated Assault. / 3701 Robbery.","7","October","Friday",0,"2702","27"
"2566",3102,13,"F","B","2016-11-21T12:38:00","2701 Simple Assault. / 2705 Recklessy Endangering Another Person. / 5503 Disorderly Conduct.","12","November","Monday",1,"2701","27"
"2567",3839,24,"M","B","2016-12-21T01:44:00","3925 Receiving Stolen Property.","1","December","Wednesday",0,"3925","39"
"2570",4603,21,"M","W","2017-01-17T14:45:00","3304 Criminal Mischief. / 5503 Disorderly Conduct. / 5505 Public Drunkenness","14","January","Tuesday",1,"3304","33"
"2572",1913,23,"M","B","2016-10-21T07:27:00","2701 Simple Assault.","7","October","Friday",0,"2701","27"
"2573",1211,19,"M","B","2016-09-30T09:55:00","2706 Terroristic Threats.","9","September","Friday",1,"2706","27"
"2574",4988,48,"F","W","2017-01-20T00:44:00","2701 Simple Assault.","0","January","Friday",0,"2701","27"
"2577",1557,53,"M","B","2016-09-29T01:40:00","2701 Simple Assault. / 2706 Terroristic Threats.","1","September","Thursday",0,"2701","27"
"2578",505,34,"F","B","2016-08-11T00:30:00","2701 Simple Assault.","0","August","Thursday",0,"2701","27"
"2579",549,23,"F","W","2016-08-17T19:12:00","4910 Tampering with or Fabricating Physical Evidence. / 13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession","19","August","Wednesday",0,"4910","49"
"2582",6560,35,"F","B","2017-03-17T12:30:00","2701 Simple Assault.","12","March","Friday",0,"2701","27"
"2583",550,33,"F","B","2016-08-12T05:20:00","2701 Simple Assault.","5","August","Friday",0,"2701","27"
"2585",4287,57,"M","B","2017-01-20T14:00:00","3934 Theft from Vehicle","14","January","Friday",0,"3934","39"
"2586",4992,45,"M","B","2017-01-28T15:01:00","3929 Retail Theft.","15","January","Saturday",0,"3929","39"
"2587",286,30,"M","W","2016-08-22T18:19:00","9015 Failure To Appear/Arrest on Attachment Order","18","August","Monday",0,"9015","90"
"2588",6243,56,"M","W","2017-03-03T22:41:00","5505 Public Drunkenness / 3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION / 5503(a)(2) DISORDERLY CONDUCT - UNREASONABLE NOISE","22","March","Friday",0,"5505","55"
"2589",287,45,"M","B","2016-08-22T10:15:00","903 Criminal Conspiracy. / 3929 Retail Theft.","10","August","Monday",0,"903","9"
"2591",2731,54,"M","B","2016-11-04T17:55:00","9093 Indirect Criminal Contempt","17","November","Friday",0,"9093","90"
"2593",2736,35,"M","W","2016-11-08T19:05:00","4910 Tampering with or Fabricating Physical Evidence. / 13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 4914 False Identification to Law Enforcement Authorities","19","November","Tuesday",0,"4910","49"
"2594",2738,44,"M","B","2016-11-08T20:35:00","5505 Public Drunkenness / 3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION / 5503(a)(2) DISORDERLY CONDUCT - UNREASONABLE NOISE","20","November","Tuesday",0,"5505","55"
"2596",293,30,"F","B","2016-08-17T13:20:00","2702 Aggravated Assault.","13","August","Wednesday",0,"2702","27"
"2597",6249,27,"F","W","2017-03-09T20:45:00","9015 Failure To Appear/Arrest on Attachment Order","20","March","Thursday",0,"9015","90"
"2598",827,36,"M","H","2016-09-01T12:32:00","3921 Theft by Unlawful Taking or Disposition.","12","September","Thursday",0,"3921","39"
"2599",1951,26,"M","B","2016-10-09T18:07:00","4910 Tampering with or Fabricating Physical Evidence. / 13(a)(31) Marijuana: Possession Small Amount","18","October","Sunday",0,"4910","49"
"2600",2740,28,"M","W","2016-11-01T23:39:00","907 Possessing Instruments of Crime. / 3304 Criminal Mischief. / 6106 Firearms not to be Carried without a License. / 9501 Bench Warrant / 3503 Criminal Trespass","23","November","Tuesday",0,"907","9"
"2601",5536,33,"F","W","2017-02-10T02:40:00","1311 Registration Card to be Signed and Exhibited on Demand. / 1786 Required Financial Responsibility. / 3112 Traffic-Control Signals. / 3361  Driving Vehicle at Safe Speed. / 4302 Periods for Requiring Lighted Lamps. / 3734 Driving without Lights to Avoid Identification or Arrest / 3736 Reckless Driving / 3802(a)(1) DUI - General Impairment / 3802(c) DUI - Highest Rate of Alcohol - BAC >= .16% / 9093 Indirect Criminal Contempt","2","February","Friday",0,"1311","13"
"2603",2742,24,"M","B","2016-11-08T21:09:00","903 Criminal Conspiracy. / 907 Possessing Instruments of Crime. / 3702 Robbery of Motor Vehicle. / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 3921(a) Theft by Unlawful Taking or Disposition - Movable item","21","November","Tuesday",0,"903","9"
"2604",5541,35,"M","W","2017-02-16T21:05:00","3921 Theft by Unlawful Taking or Disposition.","21","February","Thursday",0,"3921","39"
"2605",5542,69,"M","W","2017-02-09T21:51:00","5505 Public Drunkenness / 5506 Loitering and Prowling at Night / 3503 Criminal Trespass","21","February","Thursday",0,"5505","55"
"2606",1957,57,"M","B","2016-10-14T22:18:00","2706 Terroristic Threats. / 5123 Contraband. / 5503 Disorderly Conduct. / 5505 Public Drunkenness / 13(a)(31) Marijuana: Possession Small Amount","22","October","Friday",0,"2706","27"
"2608",5546,27,"F","B","2017-02-06T17:14:00","2702 Aggravated Assault. / 5101 Obstructing Admin. of Law  / 5104 Resisting Arrest or Other Law Enforcement. / 5503 Disorderly Conduct.","17","February","Monday",0,"2702","27"
"2609",1224,24,"F","B","2016-09-11T05:45:00","2702 Aggravated Assault.","5","September","Sunday",0,"2702","27"
"2610",2743,23,"M","B","2016-11-08T21:09:00","903 Criminal Conspiracy. / 907 Possessing Instruments of Crime. / 3702 Robbery of Motor Vehicle. / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 3921(a) Theft by Unlawful Taking or Disposition - Movable item","21","November","Tuesday",0,"903","9"
"2611",3204,35,"M","W","2016-11-25T13:15:00","2701 Simple Assault. / 3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION","13","November","Friday",0,"2701","27"
"2612",4328,36,"M","B","2017-01-04T21:44:00","9501 Bench Warrant","21","January","Wednesday",0,"9501","95"
"2613",4611,24,"M","W","2017-01-19T17:30:00","5503 Disorderly Conduct. / 5505 Public Drunkenness","17","January","Thursday",0,"5503","55"
"2614",5545,27,"M","B","2017-02-06T17:14:00","2702 Aggravated Assault. / 3213 Prohibited Acts. / 5101 Obstructing Admin. of Law  / 5104 Resisting Arrest or Other Law Enforcement.","17","February","Monday",0,"2702","27"
"2615",5552,48,"M","B","2017-02-14T11:47:00","2706 Terroristic Threats.","11","February","Tuesday",0,"2706","27"
"2619",2455,26,"M","W","2016-10-28T22:00:00","9501 Bench Warrant","22","October","Friday",0,"9501","95"
"2620",2651,26,"M","W","2016-11-05T18:00:00","3334 Turning Movements and Required Signals. / 13(a)(32) Paraphernalia - Use or Possession / 13(a)(31) Marijuana: Possession Small Amount","18","November","Saturday",0,"3334","33"
"2624",622,37,"M","B","2016-09-07T03:31:00","3308 One-Way Roadways and Rotary Traffic Islands. / 3736 Reckless Driving / 3802(a)(1) DUI - General Impairment","3","September","Wednesday",0,"3308","33"
"2626",2745,25,"M","B","2016-11-09T17:36:00","4910 Tampering with or Fabricating Physical Evidence. / 5104 Resisting Arrest or Other Law Enforcement. / 5121 Escape. / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(30)* Delivery of Controlled Substance","17","November","Wednesday",0,"4910","49"
"2627",4296,50,"F","W","2017-01-08T01:55:00","3323 Stop Signs and Yield Signs. / 3733 Fleeing or Attempting to Elude Police Officer / 3802(a)(1) DUI - General Impairment","1","January","Sunday",0,"3323","33"
"2628",5559,52,"M","B","2017-02-12T03:03:00","3304 Criminal Mischief. / 2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury","3","February","Sunday",0,"3304","33"
"2629",3206,25,"M","W","2016-11-25T19:05:00","5126 Flight to Avoid Apprehension, Trial or Punishment.","19","November","Friday",0,"5126","51"
"2630",301,40,"F","W","2016-08-16T15:27:00","3929 Retail Theft.","15","August","Tuesday",0,"3929","39"
"2631",304,52,"M","B","2016-09-17T18:18:00","9015 Failure To Appear/Arrest on Attachment Order","18","September","Saturday",0,"9015","90"
"2632",1693,11,"M","B","2016-10-06T13:05:00","2702 Aggravated Assault. / 5503 Disorderly Conduct. / 2709(a)(1) Harassment by Physical Contact, or Attempts or Threats","13","October","Thursday",1,"2702","27"
"2633",1974,13,"M","B","2016-10-17T10:52:00","2701 Simple Assault. / 5503 Disorderly Conduct.","10","October","Monday",1,"2701","27"
"2634",2042,20,"M","B","2016-10-27T11:12:00","2706 Terroristic Threats. / 3701 Robbery.","11","October","Thursday",1,"2706","27"
"2636",305,33,"M","W","2016-09-19T08:00:00","901 Criminal Attempt / 4106 Access Device Fraud / 3921(a) Theft by Unlawful Taking or Disposition - Movable item","8","September","Monday",0,"901","9"
"2638",2143,32,"M","B","2016-10-20T13:25:00","9501 Bench Warrant","13","October","Thursday",0,"9501","95"
"2639",2505,52,"M","B","2016-11-13T09:00:00","901 Criminal Attempt / 2702 Aggravated Assault.","9","November","Sunday",0,"901","9"
"2640",5565,31,"M","B","2017-02-13T16:40:00","903 Criminal Conspiracy. / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession","16","February","Monday",0,"903","9"
