"","ID","AGE","GENDER","RACE","ArrestTime","OFFENSE","Hour","Month","Weekday","Teen"
"2809",359,43,"M","W","2016-08-24T07:00:00","2702 Aggravated Assault. / 2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury","7","August","Wednesday",0
"2810",2796,32,"M","B","2016-11-11T18:22:00","1301 Registration and Certificate of Title Required. / 13(a)(31) Marijuana: Possession Small Amount","18","November","Friday",0
"2811",5609,31,"M","B","2017-02-01T00:17:00","3925 Receiving Stolen Property. / 5104 Resisting Arrest or Other Law Enforcement. / 6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b) / 6106 Firearms not to be Carried without a License. / 1543 Driving While Operating Privilege is Suspended or Revoked. / 3334 Turning Movements and Required Signals. / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 6110.2 Possesion of Firearm with Altered Mfg. Number","0","February","Wednesday",0
"2812",5616,23,"M","B","2017-02-21T22:04:00","1543 Driving While Operating Privilege is Suspended or Revoked. / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 7512 Criminal Use of Communication","22","February","Tuesday",0
"2813",1994,20,"F","B","2016-10-25T17:00:00","9015 Failure To Appear/Arrest on Attachment Order","17","October","Tuesday",1
"2814",565,52,"F","B","2016-08-24T02:34:00","5503 Disorderly Conduct. / 5505 Public Drunkenness / 5507 Obstructing Highways and Passages. / 7513 Restriction on Alcoholic Beverages - Open Container","2","August","Wednesday",0
"2815",1752,37,"M","B","2016-10-23T17:49:00","3502 Burglary.","17","October","Sunday",0
"2816",566,23,"F","B","2016-08-24T14:00:00","2706 Terroristic Threats. / 2701(a)(3) Simple Assault - Attempts by Physical Menace  / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another","14","August","Wednesday",0
"2817",3729,26,"F","W","2016-12-15T21:31:00","4303 General Lighting Requirements. / 13(a)(16) Possession of Controlled Substance / 3714 Careless Driving","21","December","Thursday",0
"2818",2213,51,"M","W","2016-10-19T18:52:00","2705 Recklessy Endangering Another Person. / 2707 Propulsion of Missiles  / 5507 Obstructing Highways and Passages.","18","October","Wednesday",0
"2819",2670,36,"F","W","2016-11-06T19:11:00","13(a)(31) Marijuana: Possession Small Amount","19","November","Sunday",0
"2820",4372,22,"F","B","2017-01-07T15:30:00","3503 Criminal Trespass","15","January","Saturday",0
"2821",5089,53,"M","B","2017-02-08T15:38:00","3922 Theft by Deception.","15","February","Wednesday",0
"2822",362,60,"M","B","2016-08-31T20:06:00","1301 Registration and Certificate of Title Required. / 1543 Driving While Operating Privilege is Suspended or Revoked. / 4703 Operation of Vehicle without Official Certif. of Inspection / 4706 Prohib. on Expend. for Emission Insp Prog.. / 13(a)(32) Paraphernalia - Use or Possession / 4914 False Identification to Law Enforcement Authorities","20","August","Wednesday",0
"2823",2003,30,"M","B","2016-10-13T14:45:00","3701 Robbery.","14","October","Thursday",0
"2824",4830,36,"M","B","2017-01-25T01:27:00","9501 Bench Warrant","1","January","Wednesday",0
"2825",5091,59,"M","W","2017-02-06T12:00:00","3304 Criminal Mischief. / 3502 Burglary. / 1543 Driving While Operating Privilege is Suspended or Revoked. / 3921(a) Theft by Unlawful Taking or Disposition - Movable item","12","February","Monday",0
"2826",2006,63,"M","W","2016-10-13T16:30:00","902 Criminal Solicitation. / 3334 Turning Movements and Required Signals. / 5902(e) Patronizing a Prostitute / 3802(a)(1) DUI - General Impairment / 3802(c) DUI - Highest Rate of Alcohol - BAC >= .16%","16","October","Thursday",0
"2827",3733,17,"M","B","2016-12-20T17:38:00","3503 Criminal Trespass","17","December","Tuesday",1
"2828",4834,29,"M","B","2017-01-23T02:05:00","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury","2","January","Monday",0
"2829",4630,21,"M","W","2016-12-16T02:11:00","5104 Resisting Arrest or Other Law Enforcement. / 3503(b)(1)(i) Actual Communication","2","December","Friday",1
"2830",5095,21,"M","B","2017-02-07T20:00:00","3926(a)(1) Theft of Services; Cable, Gas, Taxi, Bill, Tab, etc.","20","February","Tuesday",1
"2831",645,43,"M","B","2016-08-02T04:20:00","2701 Simple Assault.","4","August","Tuesday",0
"2832",5098,39,"M","B","2017-02-03T13:15:00","3921 Theft by Unlawful Taking or Disposition.","13","February","Friday",0
"2833",410,37,"M","W","2016-08-09T17:50:00","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury","17","August","Tuesday",0
"2834",1768,23,"F","W","2016-10-04T16:43:00","5902(a)(1) Prostitution  / 5902(a)(2) Prostitution - Loitering for purpose of","16","October","Tuesday",0
"2835",2008,35,"F","B","2016-10-16T02:23:00","5104 Resisting Arrest or Other Law Enforcement. / 9501 Bench Warrant / 3802(a)(1) DUI - General Impairment","2","October","Sunday",0
"2836",570,35,"M","W","2016-09-02T13:00:00","2706 Terroristic Threats. / 2709 Harassment (Non-Specific)","13","September","Friday",0
"2837",2253,22,"M","W","2016-10-24T08:44:00","13(a)(32) Paraphernalia - Use or Possession","8","October","Monday",0
"2838",5100,22,"M","B","2017-02-06T11:12:00","2702 Aggravated Assault.","11","February","Monday",0
"2839",2683,58,"M","B","2016-11-05T12:15:00","1543 Driving While Operating Privilege is Suspended or Revoked. / 3736 Reckless Driving / 3802(d)(2) DUI - Drug - Impaired Ability","12","November","Saturday",0
"2840",5537,34,"M","B","2017-02-10T02:41:00","3925 Receiving Stolen Property. / 1372 Unauthorized Transfer or Use of Registration. / 1501 Drivers Required to be Licensed. / 1543 Driving While Operating Privilege is Suspended or Revoked.","2","February","Friday",0
"2841",571,41,"M","W","2016-09-14T01:00:00","3921 Theft by Unlawful Taking or Disposition.","1","September","Wednesday",0
"2842",574,22,"M","W","2016-08-06T01:40:00","5505 Public Drunkenness / 3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION","1","August","Saturday",0
"2843",575,44,"F","W","2016-08-23T19:10:00","3323 Stop Signs and Yield Signs. / 4303 General Lighting Requirements. / 13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession","19","August","Tuesday",0
"2844",2009,25,"M","B","2016-10-16T02:10:00","5505 Public Drunkenness / 5507 Obstructing Highways and Passages. / 5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF","2","October","Sunday",0
"2845",99,20,"M","B","2016-09-07T01:30:00","2706 Terroristic Threats. / 2701(a)(3) Simple Assault - Attempts by Physical Menace ","1","September","Wednesday",1
"2846",415,37,"M","W","2016-08-16T15:11:00","13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession","15","August","Tuesday",0
"2847",652,35,"M","B","2016-08-16T19:12:00","2706 Terroristic Threats. / 2701(a)(3) Simple Assault - Attempts by Physical Menace ","19","August","Tuesday",0
"2848",3308,27,"F","W","2016-11-29T13:29:00","1543 Driving While Operating Privilege is Suspended or Revoked. / 13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 13(a)(31) Marijuana: Possession Small Amount","13","November","Tuesday",0
"2849",5065,29,"F","W","2017-01-31T20:45:00","13(a)(32) Paraphernalia - Use or Possession / 13(a)(31) Marijuana: Possession Small Amount","20","January","Tuesday",0
"2850",5114,24,"M","W","2017-01-28T20:36:00","2702 Aggravated Assault. / 5101 Obstructing Admin. of Law  / 5505 Public Drunkenness / 5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF","20","January","Saturday",0
"2851",6576,22,"M","W","2017-03-19T08:20:00","3304(a)(4) CRIMINAL MISCHIEF- Intentionally Damage Property (By Graffiti, Aerosol Spray Paint, Broad Tip Marker, or Similar)","8","March","Sunday",0
"2852",649,29,"F","B","2016-08-05T02:10:00","3925 Receiving Stolen Property.","2","August","Friday",0
"2853",2798,32,"M","W","2016-11-11T19:00:00","13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance","19","November","Friday",0
"2854",2799,28,"F","W","2016-11-11T19:11:00","1574 Permitting Unauthorized Person to Drive. / 13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 3503(b)(1)(ii) Defiant Trespass Notice Posted by Sign(s)","19","November","Friday",0
"2855",577,23,"M","B","2016-09-14T10:26:00","2705 Recklessy Endangering Another Person. / 2902 Unlawful Restraint. / 3502 Burglary. / 3124.1 Sexual Assault / 2701(a)(3) Simple Assault - Attempts by Physical Menace  / 3121(a)(1) Rape by forcible compulsion / 3123(a)(1) IDSI by forcible compulsion / 3125(a)(1) Agg. indecent assault w/o consent / 3126(a)(1) Indecent assault without consent","10","September","Wednesday",0
"2856",3028,35,"F","B","2016-11-29T11:35:00","5503 Disorderly Conduct. / 2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury","11","November","Tuesday",0
"2857",4379,26,"M","B","2017-01-06T03:15:00","3503 Criminal Trespass","3","January","Friday",0
"2858",5544,57,"M","B","2017-02-09T22:22:00","3925 Receiving Stolen Property. / 1543 Driving While Operating Privilege is Suspended or Revoked.","22","February","Thursday",0
"2859",6575,22,"M","W","2017-03-19T08:20:00","3304(a)(4) CRIMINAL MISCHIEF- Intentionally Damage Property (By Graffiti, Aerosol Spray Paint, Broad Tip Marker, or Similar)","8","March","Sunday",0
"2860",2439,18,"F","B","2016-11-11T02:08:00","2701 Simple Assault.","2","November","Friday",1
"2861",2797,67,"M","B","2016-11-11T18:25:00","13(a)(32) Paraphernalia - Use or Possession / 9998 Overdose Other","18","November","Friday",0
"2862",578,26,"M","B","2016-09-21T14:30:00","907 Possessing Instruments of Crime. / 2702 Aggravated Assault. / 3921(a) Theft by Unlawful Taking or Disposition - Movable item","14","September","Wednesday",0
"2863",581,35,"M","W","2016-08-18T18:35:00","13(a)(31) Marijuana: Possession Small Amount","18","August","Thursday",0
"2864",3043,45,"F","B","2016-11-15T14:03:00","9501 Bench Warrant","14","November","Tuesday",0
"2865",5117,25,"F","W","2017-01-28T22:10:00","2701 Simple Assault. / 2709(a) Harassment. / 3304 Criminal Mischief. / 5101 Obstructing Admin. of Law  / 5104 Resisting Arrest or Other Law Enforcement. / 5123 Contraband. / 5503 Disorderly Conduct. / 5505 Public Drunkenness / 13(a)(31) Marijuana: Possession Small Amount / 4914 False Identification to Law Enforcement Authorities","22","January","Saturday",0
"2866",584,21,"M","W","2016-09-01T06:17:00","3929 Retail Theft.","6","September","Thursday",1
"2867",3050,28,"F","W","2016-11-15T19:00:00","2701 Simple Assault.","19","November","Tuesday",0
"2868",4382,45,"F","W","2017-01-06T10:30:00","100 Fugitive","10","January","Friday",0
"2869",6577,40,"M","B","2017-03-17T09:00:00","3925 Receiving Stolen Property.","9","March","Friday",0
"2870",315,36,"M","B","2016-09-03T09:15:00","2701 Simple Assault.","9","September","Saturday",0
"2871",585,44,"M","B","2016-08-26T03:22:00","9501 Bench Warrant","3","August","Friday",0
"2872",586,20,"F","B","2016-08-26T05:09:00","2701 Simple Assault. / 6308(a) Underage Purchase, Consume, Possessed or Transport Liquor","5","August","Friday",1
"2873",1774,30,"M","B","2016-10-25T18:20:00","3701 Robbery.","18","October","Tuesday",0
"2874",2692,28,"M","B","2016-11-08T17:59:00","1543 Driving While Operating Privilege is Suspended or Revoked. / 3354 Additional Parking Regulations. / 3503(b)(1)(ii) Defiant Trespass Notice Posted by Sign(s)","17","November","Tuesday",0
"2875",5549,54,"M","B","2017-02-07T06:40:00","13(a)(16) Possession of Controlled Substance / 13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession","6","February","Tuesday",0
"2876",6445,43,"F","B","2017-03-06T09:40:00","3929 Retail Theft.","9","March","Monday",0
"2877",6582,61,"F","W","2017-03-17T20:51:00","3802(a)(1) DUI - General Impairment / 3802(b) DUI - High Rate of Alchol - BAC >=.10% <.16%","20","March","Friday",0
"2878",4407,18,"F","W","2017-01-07T22:20:00","13(a)(32) Paraphernalia - Use or Possession","22","January","Saturday",1
"2879",4649,21,"M","B","2016-12-28T09:30:00","2701 Simple Assault. / 2709(a)(1) Harassment by Physical Contact, or Attempts or Threats","9","December","Wednesday",1
"2880",365,18,"M","B","2016-08-31T21:29:00","903 Criminal Conspiracy. / 3702 Robbery of Motor Vehicle. / 6110.1 Possesion of Firearm by Minor / 2701(a)(3) Simple Assault - Attempts by Physical Menace  / 6105(c)(9) Persons Not To Possess Use Manuf, Control Firearm","21","August","Wednesday",1
"2881",6593,23,"M","B","2017-03-10T02:06:00","5104 Resisting Arrest or Other Law Enforcement. / 5502 Failure of Disorderly Persons to Disperse  / 5503 Disorderly Conduct. / 5104.1 Disarming a Law Enforcement Officer","2","March","Friday",0
"2882",366,42,"M","W","2016-08-05T21:13:00","9501 Bench Warrant","21","August","Friday",0
"2883",2700,29,"M","B","2016-11-05T17:00:00","5503 Disorderly Conduct. / 5505 Public Drunkenness","17","November","Saturday",0
"2884",2800,29,"M","W","2016-11-11T19:11:00","1543 Driving While Operating Privilege is Suspended or Revoked. / 13(a)(32) Paraphernalia - Use or Possession / 3503(b)(1)(ii) Defiant Trespass Notice Posted by Sign(s)","19","November","Friday",0
"2885",4177,20,"M","B","2017-01-08T19:04:00","2706 Terroristic Threats. / 6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b) / 1501 Drivers Required to be Licensed. / 2701(a)(3) Simple Assault - Attempts by Physical Menace ","19","January","Sunday",1
"2886",2810,31,"M","W","2016-11-12T19:30:00","4910 Tampering with or Fabricating Physical Evidence. / 3353 Prohibitions in Specified Places. / 13(a)(16) Possession of Controlled Substance","19","November","Saturday",0
"2887",369,24,"M","B","2016-07-07T17:20:00","4910 Tampering with or Fabricating Physical Evidence. / 6115 Loans on, or Lending or Giving Firearms  / 607.03 Discharging Firearm or Airgun / 3733 Fleeing or Attempting to Elude Police Officer / 5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF","17","July","Thursday",0
"2888",2808,28,"M","B","2016-11-12T19:20:00","9501 Bench Warrant","19","November","Saturday",0
"2889",4655,30,"M","B","2017-01-28T03:10:00","2702 Aggravated Assault.","3","January","Saturday",0
"2890",587,16,"M","B","2016-09-13T09:15:00","3702 Robbery of Motor Vehicle.","9","September","Tuesday",1
"2891",588,23,"M","B","2016-09-12T10:51:00","2701 Simple Assault. / 2706 Terroristic Threats. / 3304 Criminal Mischief. / 3701 Robbery.","10","September","Monday",0
"2892",4656,30,"M","B","2017-01-28T03:10:00","9015 Failure To Appear/Arrest on Attachment Order","3","January","Saturday",0
"2893",590,22,"F","W","2016-08-30T16:50:00","903 Criminal Conspiracy. / 3929 Retail Theft.","16","August","Tuesday",0
"2894",2811,33,"M","B","2016-11-17T20:22:00","2701 Simple Assault. / 2705 Recklessy Endangering Another Person. / 3701 Robbery. / 2709(a)(1) Harassment by Physical Contact, or Attempts or Threats","20","November","Thursday",0
"2895",4659,40,"F","W","2017-01-26T02:30:00","5507 Obstructing Highways and Passages.","2","January","Thursday",0
"2896",5554,50,"F","W","2017-02-07T13:03:00","1543 Driving While Operating Privilege is Suspended or Revoked. / 3323 Stop Signs and Yield Signs. / 13(a)(16) Possession of Controlled Substance","13","February","Tuesday",0
"2897",592,30,"F","B","2016-09-06T18:58:00","1786 Required Financial Responsibility. / 3743 Accidents Involving Damage to Attended Veh. or Property","18","September","Tuesday",0
"2898",5621,38,"M","B","2017-02-22T09:04:00","2702 Aggravated Assault. / 2706 Terroristic Threats. / 2902 Unlawful Restraint. / 4952 Intimidation of Witnesses or Victims / 2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 2709(a)(1) Harassment by Physical Contact, or Attempts or Threats","9","February","Wednesday",0
"2899",5623,23,"M","B","2017-02-22T02:45:00","2701 Simple Assault. / 2702 Aggravated Assault. / 3502 Burglary. / 3921 Theft by Unlawful Taking or Disposition. / 2709(a)(1) Harassment by Physical Contact, or Attempts or Threats","2","February","Wednesday",0
"2900",5625,39,"F","W","2017-02-19T19:20:00","13(a)(32) Paraphernalia - Use or Possession","19","February","Sunday",0
"2901",593,34,"M","B","2016-08-29T16:45:00","3925 Receiving Stolen Property. / 6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b)","16","August","Monday",0
"2902",599,28,"M","B","2016-09-11T19:20:00","4915 Failure to Comply with Megans Law","19","September","Sunday",0
"2903",609,19,"F","B","2016-09-08T03:50:00","2706 Terroristic Threats. / 4952 Intimidation of Witnesses or Victims","3","September","Thursday",1
"2904",2717,31,"M","W","2016-10-15T16:30:00","901 Criminal Attempt / 2702 Aggravated Assault.","16","October","Saturday",0
"2905",6521,36,"F","W","2017-03-14T21:20:00","2701 Simple Assault.","21","March","Tuesday",0
"2906",4386,35,"M","W","2017-01-08T17:24:00","3802(a)(1) DUI - General Impairment / 3802(b) DUI - High Rate of Alchol - BAC >=.10% <.16%","17","January","Sunday",0
"2907",5567,36,"F","U","2017-02-15T18:25:00","2701 Simple Assault.","18","February","Wednesday",0
"2908",370,48,"M","B","2016-08-10T17:50:00","3925 Receiving Stolen Property. / 1543 Driving While Operating Privilege is Suspended or Revoked. / 9501 Bench Warrant","17","August","Wednesday",0
"2909",605,37,"M","B","2016-08-28T03:01:00","3802(a)(1) DUI - General Impairment","3","August","Sunday",0
"2910",610,28,"F","B","2016-08-23T12:20:00","2705 Recklessy Endangering Another Person. / 4101 Forgery. / 13(a)(12) Obtaining Cont. Subst. by Fraudulent Means / 4304(a)(1) Enhanced Endangering Welfare of Children - Course of Conduct","12","August","Tuesday",0
"2911",2730,25,"M","B","2016-11-04T17:40:00","1543 Driving While Operating Privilege is Suspended or Revoked. / 13(a)(31) Marijuana: Possession Small Amount","17","November","Friday",0
"2912",3953,25,"M","B","2016-12-23T20:02:00","9501 Bench Warrant","20","December","Friday",0
"2913",4429,23,"M","W","2017-01-12T12:12:00","3929 Retail Theft.","12","January","Thursday",0
"2914",5093,49,"M","W","2017-02-06T10:00:00","3929 Retail Theft.","10","February","Monday",0
"2915",371,48,"F","W","2016-08-30T08:00:00","9015 Failure To Appear/Arrest on Attachment Order","8","August","Tuesday",0
"2916",372,24,"M","B","2016-08-31T06:00:00","2701 Simple Assault.","6","August","Wednesday",0
"2917",6583,22,"M","W","2017-03-19T08:20:00","3304(a)(4) CRIMINAL MISCHIEF- Intentionally Damage Property (By Graffiti, Aerosol Spray Paint, Broad Tip Marker, or Similar)","8","March","Sunday",0
"2918",613,63,"F","W","2016-08-25T14:10:00","2701 Simple Assault. / 2702 Aggravated Assault.","14","August","Thursday",0
"2919",618,22,"F","W","2016-09-07T18:50:00","9015 Failure To Appear/Arrest on Attachment Order","18","September","Wednesday",0
"2920",619,51,"M","B","2016-08-22T16:10:00","4914(A) False Identification to Law Enforcement / 3929(a)(1) Retail Theft; takes possession of, carries away, or transfers displayed merchandise","16","August","Monday",0
"2921",374,55,"M","W","2016-09-03T03:15:00","13(a)(16) Possession of Controlled Substance","3","September","Saturday",0
"2922",3078,45,"F","B","2016-12-01T01:00:00","4952 Intimidation of Witnesses or Victims","1","December","Thursday",0
"2923",3081,24,"M","B","2016-11-29T13:55:00","903 Criminal Conspiracy. / 2701 Simple Assault.","13","November","Tuesday",0
"2924",5630,22,"M","B","2017-02-19T21:43:00","1543 Driving While Operating Privilege is Suspended or Revoked. / 4303 General Lighting Requirements. / 4523 Exhaust Systems, Mufflers and Noise Control. / 13(a)(16) Possession of Controlled Substance / 9501 Bench Warrant","21","February","Sunday",0
"2925",375,49,"M","B","2016-09-21T07:45:00","2701 Simple Assault.","7","September","Wednesday",0
"2926",5575,31,"M","B","2017-02-12T21:00:00","907 Possessing Instruments of Crime. / 2706 Terroristic Threats. / 2701(a)(3) Simple Assault - Attempts by Physical Menace ","21","February","Sunday",0
"2927",621,23,"F","W","2016-08-16T16:02:00","3929 Retail Theft.","16","August","Tuesday",0
"2928",626,17,"M","H","2016-09-07T13:24:00","901 Criminal Attempt / 2702 Aggravated Assault. / 3736 Reckless Driving / 3742 Accidents Involving Death or Personal Injury","13","September","Wednesday",1
"2929",5627,32,"M","W","2017-02-19T20:04:00","2702 Aggravated Assault. / 5104 Resisting Arrest or Other Law Enforcement. / 2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another","20","February","Sunday",0
"2930",627,26,"M","W","2016-08-18T06:03:00","13(a)(32) Paraphernalia - Use or Possession","6","August","Thursday",0
"2931",595,30,"M","B","2016-08-17T03:15:00","3925 Receiving Stolen Property. / 5121 Escape.","3","August","Wednesday",0
"2932",5582,52,"M","W","2017-02-17T17:01:00","3929(a)(1) Retail Theft; takes possession of, carries away, or transfers displayed merchandise","17","February","Friday",0
"2933",682,27,"F","B","2016-09-03T02:05:00","9501 Bench Warrant","2","September","Saturday",0
"2934",2012,28,"M","W","2016-10-16T08:09:00","3502 Burglary. / 2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury","8","October","Sunday",0
"2935",3255,20,"M","B","2016-12-08T22:11:00","903 Criminal Conspiracy. / 3701 Robbery. / 3925 Receiving Stolen Property.","22","December","Thursday",1
"2936",3981,16,"M","B","2016-11-16T10:38:00","903 Criminal Conspiracy. / 3701 Robbery.","10","November","Wednesday",1
"2937",5632,20,"M","B","2017-02-17T17:35:00","13(a)(31) Marijuana: Possession Small Amount","17","February","Friday",1
"2938",5637,18,"F","O","2017-02-17T20:39:00","6308(a) Underage Purchase, Consume, Possessed or Transport Liquor / 2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury","20","February","Friday",1
"2939",5640,32,"M","W","2017-02-18T19:45:00","9501 Bench Warrant / 4914(A) False Identification to Law Enforcement","19","February","Saturday",0
"2940",2812,21,"M","W","2016-11-05T02:09:00","5104 Resisting Arrest or Other Law Enforcement. / 5505 Public Drunkenness / 5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another","2","November","Saturday",1
"2941",2816,20,"M","W","2016-11-05T04:20:00","13(a)(31)(i) Marijuana - Possess Small Amt for Personal Use / 3718(a) Minor Prohib from Operating w/ Alcohol in System / 3802(a)(1) DUI - General Impairment / 3802(b) DUI - High Rate of Alchol - BAC >=.10% <.16%","4","November","Saturday",1
"2942",2035,30,"M","B","2016-10-27T18:12:00","903 Criminal Conspiracy. / 3921 Theft by Unlawful Taking or Disposition. / 3925 Receiving Stolen Property. / 3929 Retail Theft.","18","October","Thursday",0
"2943",5642,26,"M","B","2017-02-18T21:07:00","5505 Public Drunkenness / 2709(a)(1) Harassment by Physical Contact, or Attempts or Threats / 5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING","21","February","Saturday",0
"2944",5647,23,"M","B","2017-02-13T16:23:00","2701 Simple Assault. / 2706 Terroristic Threats. / 2709(a)(3) Harassment No Legitimate Purpose / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck","16","February","Monday",0
"2945",376,32,"F","B","2016-09-03T20:50:00","2702 Aggravated Assault. / 3921(a) Theft by Unlawful Taking or Disposition - Movable item","20","September","Saturday",0
"2946",1389,29,"F","W","2016-09-17T21:38:00","13(a)(16) Possession of Controlled Substance / 13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 9501 Bench Warrant","21","September","Saturday",0
"2947",3315,24,"M","W","2016-11-27T07:23:00","3802(a)(1) DUI - General Impairment / 3802(c) DUI - Highest Rate of Alcohol - BAC >= .16%","7","November","Sunday",0
"2948",4898,34,"M","B","2017-01-25T19:20:00","902 Criminal Solicitation. / 13(a)(16) Possession of Controlled Substance / 5902(e) Patronizing a Prostitute","19","January","Wednesday",0
"2949",5634,32,"M","W","2017-02-17T18:46:00","2701 Simple Assault. / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck","18","February","Friday",0
"2950",104,22,"M","H","2016-09-01T10:48:00","2701 Simple Assault.","10","September","Thursday",0
"2951",2013,46,"M","B","2016-10-16T05:36:00","3929(a)(1) Retail Theft; takes possession of, carries away, or transfers displayed merchandise","5","October","Sunday",0
"2952",5923,30,"F","W","2017-02-25T13:10:00","3929 Retail Theft. / 13(a)(32) Paraphernalia - Use or Possession","13","February","Saturday",0
"2953",380,20,"M","B","2016-08-20T00:35:00","3701 Robbery. / 9501 Bench Warrant","0","August","Saturday",1
"2954",1805,26,"M","W","2016-10-08T01:27:00","5503 Disorderly Conduct. / 5505 Public Drunkenness","1","October","Saturday",0
"2955",2016,43,"F","W","2016-10-14T12:00:00","5902(a)(1) Prostitution  / 5902(a)(2) Prostitution - Loitering for purpose of","12","October","Friday",0
"2956",2019,31,"F","W","2016-11-01T14:11:00","4101 Forgery.","14","November","Tuesday",0
"2957",2820,35,"F","W","2016-11-08T17:54:00","13(a)(16) Possession of Controlled Substance","17","November","Tuesday",0
"2958",389,26,"M","W","2016-09-08T21:00:00","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury","21","September","Thursday",0
"2959",2819,35,"M","B","2016-11-05T05:00:00","2701 Simple Assault. / 5505 Public Drunkenness / 5503(a)(2) DISORDERLY CONDUCT - UNREASONABLE NOISE / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another","5","November","Saturday",0
"2960",4820,39,"M","B","2017-01-23T21:27:00","5503 Disorderly Conduct. / 4914(A) False Identification to Law Enforcement","21","January","Monday",0
"2961",5125,23,"F","W","2017-01-30T17:10:00","13(a)(32) Paraphernalia - Use or Possession / 9501 Bench Warrant","17","January","Monday",0
"2962",3316,25,"M","B","2016-12-06T18:00:00","2701 Simple Assault.","18","December","Tuesday",0
"2963",2045,31,"M","B","2016-10-28T13:21:00","3925 Receiving Stolen Property. / 6106 Firearms not to be Carried without a License. / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession","13","October","Friday",0
"2964",2052,33,"F","B","2016-10-17T11:10:00","2701 Simple Assault.","11","October","Monday",0
"2965",5137,28,"F","W","2017-01-11T22:20:00","13(a)(32) Paraphernalia - Use or Possession","22","January","Wednesday",0
"2966",5648,29,"M","O","2017-02-01T02:12:00","3323 Stop Signs and Yield Signs. / 1501(A) Valid Driver's License Required / 3802(a)(1) DUI - General Impairment / 3802(c) DUI - Highest Rate of Alcohol - BAC >= .16%","2","February","Wednesday",0
"2967",600,22,"M","B","2016-08-15T11:15:00","2701 Simple Assault.","11","August","Monday",0
"2968",637,34,"M","W","2016-08-08T21:18:00","13(a)(16) Possession of Controlled Substance","21","August","Monday",0
"2969",629,34,"F","W","2016-08-26T16:56:00","1543 Driving While Operating Privilege is Suspended or Revoked. / 13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession","16","August","Friday",0
"2970",2821,18,"M","B","2016-11-05T07:15:00","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury","7","November","Saturday",1
"2971",630,39,"M","B","2016-09-03T03:55:00","2702 Aggravated Assault. / 4910 Tampering with or Fabricating Physical Evidence. / 5104 Resisting Arrest or Other Law Enforcement. / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance","3","September","Saturday",0
"2972",5657,23,"F","B","2017-02-23T18:33:00","2701(b)(1) Simple Assault - Fight or Scuffle Entered by Mutual Consent","18","February","Thursday",0
